Key,Values
15029,"[55007, 55731, 56327, 57116, 57533, 59696, 59706]"
15030,"[55036, 55457, 55581, 56044, 56145, 62300, 63583]"
15031,"[55052, 55369, 74930, 116106, 173325, 235002, 238424, 246255, 252673]"
15032,"[55056, 162885, 167345, 211354, 219003, 226611, 227754, 232272, 232980]"
15033,"[55057, 64536, 103477, 133392, 169556, 256690]"
15034,"[55066, 179102, 207255, 207280, 220595]"
15035,"[55076, 71995, 117146, 154251, 182421, 188511]"
15036,"[55078, 55468, 56001, 57793, 65106, 88910]"
15037,"[85030, 87196, 87611, 149507, 181124, 206726]"
15038,"[108427, 133747, 157836, 245408, 258517, 259880]"
15039,"[55092, 74497, 78448, 80327, 80496, 84796]"
15040,"[55102, 109271, 110217, 111021, 112273, 194941]"
15041,"[55131, 80827, 90597, 108737, 115875, 153678, 169584, 182520, 182823]"
15042,"[55132, 63407, 99048, 99051, 102700, 102701, 108699, 128221]"
15043,"[55142, 68361, 73065, 101968, 114441, 114727, 185170, 207180, 223260]"
15044,"[55159, 151205, 164331, 211759, 226702, 259700]"
15045,"[55160, 56809, 89290, 90127, 119890, 122014, 123259]"
15046,"[55163, 56113, 62651, 63015, 64621, 64938, 64957, 64964, 89539, 96852, 163579]"
15047,"[55177, 89460, 95995, 96362, 106493, 140147, 244679, 247172, 249440, 249565, 249841]"
15048,"[55183, 62765, 86697, 97113, 137114, 238550, 259759]"
15049,"[55198, 123574, 127247, 128028, 160164, 200498, 210462, 221426, 231119, 234707, 238633, 261030]"
15050,"[55199, 63921, 84241, 218932]"
15051,"[55200, 82177, 128107, 142421, 149300, 149489, 150766, 151201, 157178, 192130]"
15052,"[55205, 55233, 62189, 179571]"
15053,"[55208, 81954, 117960, 124661, 126849, 128929, 168093, 192717, 194798, 202349, 243874]"
15054,"[55214, 81301, 98150, 112643, 124963, 130482, 132672, 148656, 161496, 178030, 185208, 201095, 205905, 217803, 218296]"
15055,"[55222, 106426, 142740, 170986, 247045, 258863]"
15056,"[55229, 68832, 77934, 78288, 78821, 78860]"
15057,"[55243, 99908, 101260, 184066, 207359, 239512, 244352, 246221]"
15058,"[55247, 55344, 55366, 55424, 55430, 80310]"
15059,"[55269, 75309, 82431, 159503, 160196, 198993]"
15060,"[55279, 56644, 141541, 157289, 214661, 215475, 223769, 234133]"
15061,"[55293, 56750, 150666, 196139, 240296, 246362]"
15062,"[55296, 70429, 124014, 125282, 125383, 125943, 127612, 127639, 127774, 158113]"
15063,"[55304, 55307]"
15064,"[55306, 71978, 72474, 84970, 95176, 120218, 128557, 149226, 155659, 184393, 226332, 227466]"
15065,"[55313, 66029, 202170]"
15066,"[55316, 55658, 65559, 70864, 70868, 72333, 92030, 124427, 160298, 170324, 173654, 181542, 183324, 183327, 183694, 185134, 210336]"
15067,"[55321, 110870, 117970, 128041, 148631, 149735, 149778, 150087, 150107, 151966, 153218]"
15068,"[55330, 70959, 70966, 71365, 198302]"
15069,"[55332, 63899, 64019, 159210, 199037, 234063, 237307, 248454]"
15070,"[55336, 80037, 94281, 212642, 228920, 260313]"
15071,"[55340, 61859, 93742, 167482, 168156, 169544, 170108, 173340, 176785, 177889, 178630, 195632, 204131, 204641]"
15072,[88013]
15073,"[55386, 55874, 84680, 203146, 231242, 237068]"
15074,"[55409, 85319, 105933, 157043, 175615, 176448, 210578, 216946, 222144]"
15075,"[55441, 57179, 135494, 169251, 226484, 257577]"
15076,"[55459, 73602, 150579]"
15077,"[55460, 82609, 105462, 117666, 227718, 235136]"
15078,"[55465, 84021, 85722, 91257, 152105, 218033]"
15079,"[55474, 91825, 183616, 185678, 203682, 257330]"
15080,"[55479, 56799, 56999, 57491, 74868, 111950]"
15081,"[55484, 56494, 68605, 179183, 208226, 208354, 209106, 216511, 242588]"
15082,"[55514, 60493, 60556, 60884, 62457, 63332]"
15083,"[55523, 57274, 118621, 118916, 118995, 118998, 119333, 120918, 127800, 248224]"
15084,"[55543, 55549, 56458, 56776, 56843, 56947, 56970, 56998, 60564, 60651, 72371, 72372, 90814, 120370, 142705, 257827]"
15085,"[55554, 64678, 66410, 72656, 72659, 72665]"
15086,"[55556, 55629, 60184, 65256, 69394, 74947, 76663, 84651, 116938, 157725, 159065, 160834, 168546, 171999, 172389, 177134, 181412, 212292]"
15087,"[55566, 88024, 92459, 98234, 141268, 188579, 253715, 258167]"
15088,"[55576, 164010, 225456, 227796, 229046, 232712]"
15089,"[55578, 116900, 202695, 202696, 203420, 203605, 203876, 257252]"
15090,"[55578, 202471, 202762, 202930, 202945, 203049, 203062, 203165, 203185, 203229, 203311, 203333, 203395, 203420, 203542, 203601, 203624, 203724, 203878, 204018, 204055, 204167, 210268]"
15091,"[55580, 112623, 132320, 170577, 207830, 212029, 214990, 215375, 216409, 220267, 236166, 236231, 237439, 239343, 239787, 242174, 252490]"
15092,"[55635, 162132, 219431, 249305, 255162]"
15093,"[55645, 118341, 128180, 139712, 220101, 239587]"
15094,"[55655, 130385, 137581, 157640, 180404, 208564, 216136, 235003, 242712, 253334]"
15095,"[55657, 93099, 154485, 236808, 252373]"
15096,"[55667, 75572, 97212, 169211, 171110, 175008, 184511, 196794]"
15097,"[55701, 55917, 56130, 57705, 211697, 228792, 229031]"
15098,"[55709, 74421, 87023, 87035, 87047, 87076, 87230, 87326, 90198, 90810, 92021, 95535, 95807, 112307, 120195, 129148, 130356, 178900, 192868, 204199, 204371, 204767, 204932, 209023, 210867, 213843, 221018, 222500, 226377, 226521, 226852, 227338, 230015, 236774, 241695, 253719, 255117, 259500]"
15099,"[55710, 59001, 130723, 135261, 170927, 197426, 203564, 215400]"
15100,"[55712, 96528, 154316, 166272, 196459, 199267, 229048, 229682, 230646, 231672, 248448]"
15101,"[55715, 68721, 143830, 177996, 196947, 205281, 240163, 240435, 240522, 241111, 241183]"
15102,"[55722, 55727, 62437, 78388, 78429, 87219, 177243]"
15103,"[55730, 56751, 77426, 79538, 89135, 199684, 208187]"
15104,"[55751, 66348, 71615, 75652, 86870, 91011, 92430, 129823, 145234, 153126, 204747, 210340, 226241, 226865, 229079, 229143, 233166, 246805, 253341]"
15105,"[55764, 93232, 130046, 139639, 175622, 179557, 199295, 199638]"
15106,"[55766, 95655, 108833, 138357, 143189, 174850, 192784, 199372]"
15107,"[55770, 76033, 148905, 163437, 169880, 250656]"
15108,"[55782, 208151, 220405, 220479, 220537, 231660]"
15109,"[55784, 87466, 101637, 137178, 203293, 244890]"
15110,"[55790, 113901, 116276, 118572, 169994, 172798, 173931]"
15111,"[55815, 72946, 75298, 76176, 87639, 121960, 124061, 131111, 137001, 137070, 139165, 151673, 171536]"
15112,"[55824, 65868, 68004, 82221]"
15113,"[55825, 108235, 108305, 220691, 220708, 221543, 224513, 253417]"
15114,"[55827, 152755, 152896, 153205, 153267, 153846, 162009, 163684, 165950, 186407]"
15115,"[55833, 62245, 62717, 63262, 65176, 65823, 66126, 66219, 66599, 67810, 94003]"
15116,"[55835, 73453, 136471, 148236, 217603, 217711, 218594]"
15117,"[55837, 55999]"
15118,"[55839, 81428, 166419, 187484, 195673, 219488, 241016]"
15119,"[55845, 101273, 101283, 111136, 140031, 143655]"
15120,"[55854, 60341, 62872, 95166, 210334, 210984, 224632, 226170, 233896, 261847]"
15121,"[55859, 79248, 193530, 201345, 236152, 236614, 260499]"
15122,"[55862, 138574, 138592, 138693, 138789, 139226, 139818, 142860, 145383]"
15123,"[55862, 137295, 137928, 139818, 142397, 142860, 145383]"
15124,"[55876, 60862, 62725, 63264, 64922, 161030]"
15125,"[55889, 98431, 207575, 208109, 212184, 219157, 236324, 244350]"
15126,"[55904, 119124, 205853, 207161, 232307, 239985, 261230]"
15127,"[55912, 91094, 156157, 233028]"
15128,"[55915, 70311, 73030, 103280, 152352, 175711]"
15129,"[55922, 130005, 162524, 174443, 186046, 195331, 195423, 195763, 196253, 197028, 198731, 200345, 205184, 205533, 205616, 205620, 205653, 205773, 206053, 206185, 207047, 207050, 207932, 208199, 208315, 209278]"
15130,"[55933, 58239, 59862, 208152, 213125]"
15131,"[55938, 76474, 112670, 128701, 139133, 152773, 154391, 154392, 154408, 154420, 154423, 154425, 154609, 154623, 154727, 154805, 154806, 155037, 162540, 171276, 174455, 181079, 181132, 206637, 215211, 215302, 227237, 227286, 228977]"
15132,"[55942, 97034, 199707, 212933, 232770, 243413, 250535]"
15133,"[55944, 56554, 57763, 59235, 66640, 88566, 255665]"
15134,"[55969, 80540, 83172, 104580, 105429, 131799, 161280, 170075, 187028, 192341, 225469]"
15135,"[55971, 117805, 161768, 172388, 173908, 181338, 207464, 214265, 214741, 221870, 221915, 222619, 225201, 240805]"
15136,"[55972, 65954, 75554, 114822, 144166, 162063, 181582, 196990, 226363, 229778, 246300, 255611]"
15137,"[55980, 56642, 56709, 57983, 69579, 198819, 242788, 253031]"
15138,"[55994, 79883, 87605, 100346, 160201, 160827, 161375, 163583, 163678, 164154, 164234, 178947, 204587, 206547, 209815, 209898, 209926, 218739, 219895, 259452]"
15139,"[55996, 85620, 131453, 146744, 192678, 227161, 258936]"
15140,"[56015, 63586, 63906, 67655]"
15141,"[56021, 201323, 201405, 236605]"
15142,"[56030, 60587, 60629, 63298, 75395, 76352]"
15143,"[56038, 75057, 178951, 192766, 239893, 259285]"
15144,"[56047, 121262, 130316, 135477, 139632, 154690, 162322]"
15145,"[56068, 56092, 58750, 63747]"
15146,"[56083, 56671, 94167, 179350, 179981, 207725, 241656, 261027]"
15147,"[56140, 59746, 64350, 64615, 64936]"
15148,"[56169, 59802, 64026, 64775, 80927, 173837, 187849, 203332, 225980]"
15149,"[56211, 69795, 73993, 76601, 87336, 88744, 144885, 162597, 167058, 192524]"
15150,"[56215, 56547, 203196, 211217, 223271, 246595]"
15151,"[56222, 61304, 61545, 61625, 63210, 82958, 101564]"
15152,"[56256, 77505, 77788, 109792, 110047, 111294, 111485, 121929, 126988, 131592, 141458]"
15153,"[56261, 60744, 150435, 153344, 211370, 239407]"
15154,"[56262, 58795, 59397, 69827, 70043, 70708, 71289, 72454, 76518, 79691, 182027, 184983, 191814, 195105, 199821]"
15155,"[56303, 71714, 106175, 150813, 223934, 233102]"
15156,"[56304, 104074, 127579, 129165, 146260, 186875, 191388, 201444, 210029, 224845, 232293, 251891]"
15157,"[56325, 66731, 77615, 98678, 100065, 106967, 119822]"
15158,"[56335, 56856, 62588, 157217, 162258, 167164, 182250, 240055]"
15159,"[56336, 219107, 220439, 221455, 222019, 222545, 223034, 223126, 223145, 223630, 224519, 227847, 235564, 239887, 252612, 254461, 255079]"
15160,"[56342, 175698, 176099, 177772, 178398, 182945]"
15161,"[56361, 162421, 166495, 176686, 177083, 177213, 177538, 177656, 178016, 178861, 183037, 183699, 191260, 191261, 192200, 193864, 193887, 194201, 196981, 202809, 255405]"
15162,"[56363, 57708, 65011, 65057, 73811, 83056, 106675]"
15163,"[56365, 57189, 59244, 59628, 64303, 71813]"
15164,"[56370, 81435, 92816, 101982, 103991, 109580, 109791, 109874, 110038, 110039, 110074, 110106, 110116, 110172, 110351, 110364, 110572, 110794, 110862, 111060, 111124, 111312, 111519, 116627, 116771, 120374, 121130, 123638, 126228, 126712, 130045, 141418, 152997, 205912, 241273, 258138]"
15165,"[56372, 73287, 119159, 213051, 229360, 250309, 250853]"
15166,"[56373, 207326, 207334, 212203, 212427, 219822, 236134]"
15167,"[56374, 72434, 80380, 85203, 85458, 107606, 122879, 140468, 154986, 203077, 205389, 221290, 224577, 242408, 246450, 247164, 248471, 252780, 258929]"
15168,"[56376, 68828, 78264, 181825, 200891, 245773]"
15169,"[56377, 79373, 79727, 83293, 83896, 83943, 85928]"
15170,"[56384, 90676, 174682, 183544, 201682, 202537, 204864, 218388, 218389, 219140, 219541, 222199, 222259, 222853, 225912, 245776, 254270]"
15171,"[56387, 84243, 105814, 111796, 148731, 188442]"
15172,"[56439, 67720, 152607, 170468, 171406, 199426, 231477]"
15173,"[56451, 78239, 94631, 102789, 145678, 158558, 187523, 203822, 222003]"
15174,"[56479, 154616, 154901, 154953, 156042, 156436, 220268, 260686]"
15175,"[56490, 159775, 215801, 220383, 220391, 221047, 222237, 223015, 256705]"
15176,"[58876, 71719, 76994, 78369, 80908, 81037, 81180, 81185, 81230, 82694, 82905, 82972, 83749, 84309, 85874, 87453, 89249]"
15177,"[56503, 115964, 154045, 172080, 210187, 214098, 233980, 248328, 250202]"
15178,"[56517, 143245, 155327, 165014, 169871, 228261, 231938]"
15179,"[56529, 68822, 73717, 169983, 195397, 226390, 251484]"
15180,"[56530, 57110, 81366, 92877, 159082, 235566, 236239, 236289, 236295, 236297, 240030]"
15181,"[56565, 69738, 85732, 150127, 192757, 217472]"
15182,"[56581, 77181, 91990, 154383, 233678, 233756]"
15183,"[56613, 63045, 92325, 129733, 161372]"
15184,[56648]
15185,"[56661, 97481, 220724, 227446, 240520, 260297]"
15186,"[56686, 101466, 144471, 153057, 199811]"
15187,"[56699, 125033, 133556, 163160, 169972, 171312, 175565, 204829, 205740, 235724, 240151]"
15188,"[56701, 150218, 150236, 150400]"
15189,"[56711, 65608, 66053, 67490, 71198, 72842]"
15190,"[56722, 56834, 60692, 106858, 131210, 151928, 217128]"
15191,"[56732, 56779, 135357, 135528, 135810, 149611]"
15192,"[56734, 56787, 56793, 56932, 57983, 59401, 77061, 96499]"
15193,"[56738, 57264, 57881, 57991, 58780, 59109, 59263, 59465, 59553, 71879, 87215]"
15194,"[56745, 108701, 126637, 132196, 158302, 237708, 256525]"
15195,"[56773, 56873, 57675, 59092, 59638, 67611, 165696, 215356, 233516, 239115, 239472]"
15196,"[56781, 56842, 58458, 60876, 144963, 165546, 172279, 205501, 227177, 237105, 237161, 237556, 243902]"
15197,"[56784, 95117, 206448, 207236, 208336, 213998, 216558, 220238, 234298]"
15198,"[56800, 58202, 112583, 112593, 114951, 118376, 122806, 122969, 129196, 129235, 129313, 129460, 134065, 235793, 237388, 237397, 239118, 239122, 241043, 241053, 245895, 245943, 255280]"
15199,"[56810, 57740, 58635, 59565, 59568, 68038, 68370, 69128, 76108, 77222, 86651, 98464, 167811, 173016]"
15200,"[56810, 58371, 59015, 59975, 66158, 66169, 68064, 69128, 88349, 96645, 124758, 261715]"
15201,"[56829, 60887, 69047, 106080, 106320, 125560, 125654, 128624, 136511, 145837, 163236, 171125, 178214, 216318, 217794, 221426, 229935, 250165]"
15202,"[56833, 86254, 88893, 93024, 97221, 98192, 119980, 189065, 243266]"
15203,"[56837, 93174, 145168, 163896, 196661, 250686]"
15204,"[56852, 59483, 59527, 66887, 82719, 101713, 128446, 139111, 181766, 183153]"
15205,"[100729, 141654, 161684, 166824, 171517, 180897, 186555, 190402, 192578, 193180, 194492, 196210, 196213]"
15206,"[85590, 100729, 158087, 161378, 161684, 162231, 162688, 166534, 166547, 166824, 169284, 169313, 169660, 171159, 171517, 175848, 176866, 179927, 182698, 182750, 184320, 184520, 185269, 185275, 185900, 186762, 190402, 191482, 192588, 192851, 193025, 193169, 193266, 193658, 193850, 194112, 194705, 195412, 195614, 195633, 195818, 196210, 196853, 197784, 198525, 199089, 201775, 211482, 214929]"
15207,"[56859, 57047, 60710]"
15208,"[56861, 57984, 58024, 60708, 108995]"
15209,"[56882, 57450, 57589, 166596, 237145]"
15210,"[56886, 119758, 133579, 197347, 216653, 250847]"
15211,"[56896, 64545, 64877, 65708, 66369, 66560]"
15212,"[56930, 76674, 81235, 118880, 175755, 180534]"
15213,"[56964, 73923, 150578, 207570, 212177, 213568, 215446, 219957, 220323, 220857, 221465, 228374, 228446, 228661, 231599]"
15214,"[56967, 66971, 80880, 83241, 84147, 86149, 86448, 86516, 86767, 92950, 94247, 103100, 173117, 195135]"
15215,"[56977, 61962]"
15216,"[56983, 70278, 101843, 101979, 101993, 101996, 102002, 102003, 102018, 102024, 102030, 102055, 102098, 102192, 102270, 102350, 102436, 102563, 102573, 102620, 102626, 102639, 102695, 102819, 102862, 102893, 102921, 103317, 103450, 103784, 104218, 104551, 106012, 108757, 109692, 109712, 109719, 109724, 109735, 111765, 116077, 117395, 143052, 146697, 169840, 170241, 178117, 184152, 184901, 184908, 198804, 214113, 252774, 258148]"
15217,"[56984, 82040, 108700, 144244, 162465, 167967, 177024, 179111, 179643, 225034, 235339, 253876]"
15218,"[56996, 88145, 105898, 109385, 191350, 217918, 240981, 240998]"
15219,"[57029, 182286, 188068, 195426, 207419, 207449, 207698, 216926, 223832, 233696, 239314]"
15220,"[57038, 57927, 229424, 229961, 231627, 231980]"
15221,"[57043, 57241, 67699, 78404, 187950, 211508, 211549, 211622, 211731, 212119, 213160, 213751, 213954, 214483, 214518, 214570, 215938, 247968]"
15222,"[57054, 96020, 104081, 131304, 144605, 187126, 208210]"
15223,"[57055, 68247, 91787, 106167, 128711, 160262, 168918, 176906, 181230, 193822, 194496, 239905]"
15224,"[57060, 59107, 63383, 64163, 67778, 89072]"
15225,"[57061, 70828, 95696, 119805, 141326, 142192, 147046, 148972, 149624, 160321, 176464, 188514, 190520, 217691, 224551, 226070, 226428, 227189, 233131, 252640]"
15226,"[57064, 57067, 104009, 105907, 114903, 119956, 224613]"
15227,"[57065, 90880, 92771, 126147, 132458, 169295, 184854, 226175, 249055]"
15228,"[57074, 110714, 152747, 153511, 226959, 230863, 239063]"
15229,"[57081, 57240, 57254, 57268, 57391, 161763, 192181]"
15230,"[57082, 57236, 57298, 57391, 57419, 57578]"
15231,"[57093, 102871, 106642, 106807, 107668, 180129]"
15232,"[57103, 58141, 58197, 60876, 235958, 236591, 237449]"
15233,"[57106, 71346, 125263, 175048, 201385, 235357]"
15234,"[57107, 57112, 151300, 151649, 161008, 227690]"
15235,"[57109, 76865, 94646, 95054, 96079, 96686, 102272, 116855, 149997, 154463, 154508, 154582, 154850, 154897, 155077, 155168, 155232, 199710, 230821, 231042, 246991]"
15236,"[57146, 67971, 74001, 75323, 80014, 172086, 188121, 208135]"
15237,"[57149, 166735, 243731, 248515, 248875, 251397]"
15238,"[57155, 61155, 63375, 160266, 184313, 193517, 194371]"
15239,"[57157, 180190, 186214, 195576, 198459, 198517, 198538, 198627, 198632, 198641, 198684, 198692, 198708, 198720, 198803, 198919, 198965, 199044, 199169, 199282, 199477, 199496, 199508, 199518, 199545, 199587, 201992, 203047, 203978, 204482, 207024, 212037, 246827]"
15240,"[57164, 62183, 91056, 92625, 173724, 231895, 236563]"
15241,"[57171, 57766, 58652, 62144, 113761, 133625, 194647]"
15242,"[57200, 65181, 113926, 120513, 134420, 181197, 207018]"
15243,"[57201, 155521, 155682, 173129, 186552]"
15244,"[57248, 87553, 140428, 160651, 171815, 183048]"
15245,"[57258, 64537, 69211, 86142, 136992, 148068, 150869, 159735, 162313, 163113, 165666, 167644, 177138, 193330, 199752, 202705, 203225, 216077, 217473, 217517, 217833, 221771, 234394]"
15246,"[57266, 104811, 113020, 205698, 236311, 251209]"
15247,"[57267, 61681, 63991, 64816, 69293]"
15248,"[57308, 57478, 57991, 58064, 58538, 59011, 59109, 62840, 63763, 65632, 66015, 66844, 75997]"
15249,"[57315, 68627, 95746, 115536, 211153, 229287]"
15250,"[57337, 94124, 126677, 139928, 146455, 159144, 159236]"
15251,"[57337, 72793, 73818, 91733, 141237, 147737, 149097, 151405, 151473, 151907, 152995, 154794, 159266, 160725, 164715, 176544, 179627]"
15252,"[57349, 66238, 92360, 93463, 95621, 96622, 97794, 111426, 143125, 255037]"
15253,"[57363, 112908, 196874, 213892, 231939, 252497, 258039]"
15254,"[57369, 60352, 63370, 75689, 94079, 159273]"
15255,"[57375, 57676, 61691, 62055, 62295, 64647, 65114, 140959]"
15256,"[57377, 61645, 62981, 125057, 191315, 194098]"
15257,"[57386, 114581, 114784, 149532, 169145, 222633, 256849]"
15258,"[57423, 114950, 127068, 127545, 133034, 133515, 133520, 133795, 166876]"
15259,"[57424, 57560, 60866, 63194, 90672, 96106, 100674, 106017, 106199, 106210, 107729, 109336]"
15260,"[57429, 122118, 146547, 157523, 170325, 210166, 211990, 234830, 259218]"
15261,"[57430, 57782, 69780, 98368, 99086, 224451]"
15262,"[57439, 65015, 67118, 75314, 79443, 80959, 85418, 86695, 90251, 91792, 91837, 92132, 99308, 99922, 100004, 102016, 197703, 225294]"
15263,"[57755, 58372, 58718, 58786, 59332, 60664]"
15264,"[57482, 66040, 66239, 94967, 126705, 137965, 177576, 195654, 197998, 213164, 238626, 240773, 246813, 260749]"
15265,"[57489, 83343, 136631, 231125, 234276, 251408]"
15266,"[57524, 60737, 65897, 69978, 74713, 83527, 92032, 95042, 105378, 128295, 135894, 136859, 141131, 142208, 150727, 151684, 174340, 178456]"
15267,"[57543, 72356, 84432, 88729, 91541, 139118, 162999, 236241, 249309]"
15268,"[57546, 92763, 130846, 163664, 181256, 216420, 222070, 242895]"
15269,"[57569, 66514, 115148, 122287, 211491, 254918]"
15270,"[57571, 64417, 69199, 74916, 240550, 250765, 255123]"
15271,"[57573, 63146, 66442, 84447, 245856, 250079]"
15272,"[57581, 80844, 98213, 117089, 128748, 158323, 169800, 170552, 175138, 183861, 184666, 202274, 205867, 213570, 241041, 241616, 243285, 259961, 260669]"
15273,"[57601, 213825, 216710, 223992, 234826, 242966, 243181]"
15274,"[57622, 57643, 68699, 123208, 123213, 123215]"
15275,"[57624, 58231, 58818, 59033, 60064, 65357, 92716]"
15276,"[57639, 59877, 60081, 82558, 86092]"
15277,"[57640, 108490, 161040, 193520, 231234, 256817, 259321]"
15278,"[57659, 89766, 126502, 177140, 188083]"
15279,[]
15280,"[57677, 102638, 102836, 103601, 108381]"
15281,"[57709, 226785, 227041, 242297, 246384, 261285]"
15282,"[57715, 113878, 165818, 180875, 181306, 209506]"
15283,"[57717, 64644, 65513, 65607, 67954, 87596, 97580]"
15284,"[57725, 73141, 114901, 161058, 201587, 232089, 235993, 256036]"
15285,"[57736, 58382, 58678, 139041]"
15286,"[57741, 58385, 66129, 68049, 76118, 89785, 175926, 200988]"
15287,"[57744, 94358, 188929, 204865, 206192, 206409, 207225, 211281, 214211, 230206, 232558]"
15288,"[57756, 80482, 186172, 193508, 195955, 253109]"
15289,"[57761, 143606, 198755, 231029, 241416, 250131]"
15290,"[57776, 94111, 156098, 160873, 165087, 181065, 241936, 251611]"
15291,"[57783, 166048, 167981, 169506, 171106, 182133, 182174]"
15292,"[57788, 59822, 208015, 237401, 237414, 237444, 237713, 239021, 240810]"
15293,"[57798, 113527, 188055, 188314, 189069, 191125, 199482, 222984, 235768]"
15294,"[57801, 65183, 110714, 166746, 227010, 227275]"
15295,"[57802, 110926, 113734, 114772, 118037]"
15296,"[57809, 71152, 125505, 202617, 223134]"
15297,"[57811, 87985, 160750, 173623, 182832, 201962, 231973, 233133, 233711, 242449, 243144, 243146, 246636, 248354]"
15298,"[57816, 142293, 211676, 213193, 213915, 214528, 214616, 214766, 214801, 217600, 218012, 219376, 221228, 239103]"
15299,"[57823, 139611, 150907, 158880, 161792, 249897]"
15300,"[57828, 71019, 75259, 79510, 81703, 84871, 89269]"
15301,"[57832, 64180, 72149, 91367, 96316]"
15302,"[57833, 68812, 75699, 134419, 186728, 206034]"
15303,"[57839, 103427, 135441, 150131, 178510, 257214, 260989]"
15304,"[57846, 176913, 191132, 193434, 224793, 232410]"
15305,"[57849, 81270, 88058, 103088, 190459, 229218, 255812]"
15306,"[99927, 115627, 115721, 115795, 126526]"
15307,"[57860, 74292, 114771, 128455, 159409, 178503, 192883, 199980, 200880, 209370, 211376, 212361, 213844, 214640, 215678, 227467, 232506, 251078]"
15308,"[57866, 64226, 77985, 88498, 122093, 159874]"
15309,"[57871, 97054, 131754, 206648, 212506, 215936, 245518, 250539, 251817]"
15310,"[57875, 61689, 92178, 104200, 108758, 116609, 116678, 117428, 136507, 200969]"
15311,"[57916, 75973, 81447, 83875, 108296, 174171, 186112, 241294, 245095]"
15312,"[57930, 86452, 163743, 187103, 223112, 253764]"
15313,"[57944, 66012, 166903, 184628, 215679, 215868, 216726, 219810, 237345]"
15314,"[57981, 59496, 61353]"
15315,"[57986, 112744, 113225, 115389, 210706, 224322]"
15316,"[58000, 66695, 133014, 134024, 250727]"
15317,"[58010, 214280, 219690, 223524, 234187, 234609]"
15318,"[58015, 79965, 119807, 151818, 253627]"
15319,"[58017, 58452, 59438, 61516, 206365]"
15320,"[58018, 123520, 125016, 125479, 134904, 144532]"
15321,"[58028, 171168, 171933, 194698, 203579, 232687, 233378]"
15322,"[58054, 65019, 157336, 186905, 203949]"
15323,"[58060, 58236, 58296, 58822, 59190, 61138]"
15324,"[58061, 58086, 58294, 58402, 60520, 61072, 61073]"
15325,"[58088, 58561, 59251, 59292, 59468, 76727, 83378, 85251, 94484, 98686, 120673, 208850, 209134]"
15326,"[58091, 91824, 103869, 177540, 188586, 234851, 241676]"
15327,"[58104, 77920, 96305, 100042, 101812, 102073, 102264, 102368, 103363, 103679, 105166, 106364, 107214, 163589, 164131, 226299]"
15328,"[58151, 101099, 159434, 174585, 199391, 232019]"
15329,"[58151, 104997, 123780, 132256, 159124, 192265]"
15330,[133694]
15331,"[58164, 61572, 61768, 62786, 146247, 146894, 146900, 146930, 147235, 147278, 151190, 152554, 152957, 153334, 153518, 153671, 153887, 155036, 156690, 157736, 158201, 158611, 159137, 159370, 165991, 167547, 177231, 195555, 196512]"
15332,"[58164, 58432, 61572, 146900, 152089, 152826, 152957, 153720, 199304]"
15333,"[58175, 114860, 165679, 166374, 207581, 207598, 207703, 209185, 250856, 255669]"
15334,"[58189, 90076, 90377, 90672, 97013, 97062, 97065, 209211]"
15335,"[58203, 85160, 152486, 160498, 168673, 186436]"
15336,"[58206, 113790, 122682, 147487, 152429, 157596]"
15337,"[58209, 72588, 72644, 180894]"
15338,"[58217, 93028, 123054, 123589, 255618, 256108, 257171, 259037]"
15339,"[58219, 95349, 96403, 100850, 107142]"
15340,"[58221, 64010, 96245, 173506, 174922, 190072, 199378, 237057]"
15341,"[58238, 64958, 76647, 105784, 143837, 144852, 171937]"
15342,"[58240, 166431, 208283, 220855, 224590, 235359, 253391]"
15343,"[58241, 74702, 82338, 132696, 136852, 149785, 154277, 178521, 204656, 259134]"
15344,"[58248, 58384, 62521, 84920, 122135, 123045, 142720, 143042, 163849]"
15345,"[58286, 109257, 109480, 169167, 177689, 216343]"
15346,"[58292, 65293, 87911, 103062, 122463, 175583, 179558, 181799, 186263, 189528, 198649, 198851, 224387]"
15347,"[58297, 129860, 130098, 136592, 148491]"
15348,"[58310, 68677, 96671, 140853, 155635, 206028, 226072, 258593]"
15349,"[58326, 70230, 70281, 131116, 179279, 188080, 189127, 189350, 190743, 191793, 192220, 192331, 199761, 217381]"
15350,"[58343, 59736, 107345, 125523, 132715, 133061, 133758, 138017, 162204, 185338, 188329, 208123, 231963, 239941]"
15351,"[58346, 61573, 70376, 70393, 70395, 70396, 88107, 103456, 141347, 168722, 171207, 171753, 174794, 179738, 180944, 196363, 197354, 200667, 201141, 208976, 209092, 213672, 225710, 227800, 236979, 260413]"
15352,"[58354, 61733, 61824, 61872, 62007, 62148, 62434, 63589, 63973, 66977, 81370, 83018, 130459]"
15353,"[58356, 88242, 134433, 140344, 145972, 184718]"
15354,"[58366, 106556, 110456, 152513, 162695, 162971, 173296, 180270, 184665, 195521]"
15355,"[58386, 66556, 172081, 187929, 215367, 227240, 259688]"
15356,"[58386, 58791, 79002, 106855, 107511, 163879, 171584, 180069, 181943, 188013, 190961, 206709, 258577]"
15357,"[58425, 95129, 100009, 100493, 108717, 142597, 193069, 257800]"
15358,"[70686, 73572, 168899, 177937, 255517, 258351]"
15359,"[58443, 137437, 193498]"
15360,"[58445, 62012, 67045, 72078, 76811, 139339, 193129, 208556]"
15361,[58448]
15362,"[58468, 59307, 60434, 60930, 64935, 118335, 254176]"
